datetime,visible_event,processed
2016-10-26 03:01:10.486,22,False
2016-10-26 03:03:56.320,22,False
2016-10-26 07:54:25.904,21,False
2016-10-26 09:40:43.214,22,False
2016-10-26 10:42:51.714,22,False
2016-10-26 15:42:19.188,21,False
2016-10-26 19:33:12.400,22,False
2016-10-26 22:33:55.076,21,False
2016-10-26 23:29:56.608,22,False
2016-10-26 03:01:10.486,22,False
2016-10-26 03:03:56.320,22,False
2016-10-26 07:54:25.904,21,False
2016-10-26 09:40:43.214,22,False
2016-10-26 10:42:51.714,22,False
2016-10-26 15:42:19.188,21,False
2016-10-26 19:33:12.400,22,False
2016-10-26 22:33:55.076,21,False
2016-10-26 23:29:56.608,22,False
2016-10-27 01:05:45.364,22,False
2016-10-27 02:22:46.468,21,False
2016-10-27 02:52:32.018,21,False
2016-10-27 04:40:13.484,21,False
2016-10-27 04:40:26.780,21,False
2016-10-27 05:05:29.972,21,False
2016-10-27 05:41:13.752,1,False
2016-10-27 05:48:23.216,3,False
2016-10-27 05:48:59.756,21,False
2016-10-27 07:26:17.662,21,False
2016-10-27 07:51:53.572,21,False
2016-10-27 08:03:17.792,22,False
2016-10-27 09:06:17.980,22,False
2016-10-27 09:30:35.726,22,False
2016-10-27 10:17:05.452,1,False
2016-10-27 10:39:47.478,21,False
2016-10-27 10:46:00.476,1,False
2016-10-27 10:46:08.278,21,False
2016-10-27 10:51:53.962,1,False
2016-10-27 10:52:25.888,21,False
2016-10-27 10:58:32.198,3,False
2016-10-27 11:03:12.042,21,False
2016-10-27 11:08:42.078,22,False
2016-10-27 11:31:03.660,1,False
2016-10-27 11:35:39.812,1,False
2016-10-27 11:43:11.398,21,False
2016-10-27 11:43:19.254,21,False
2016-10-27 11:43:21.254,21,False
2016-10-27 11:43:41.672,1,False
2016-10-27 11:46:15.684,21,False
2016-10-27 12:01:24.292,21,False
2016-10-27 12:14:43.114,1,False
2016-10-27 12:26:16.862,1,False
2016-10-27 12:46:24.788,1,False
2016-10-27 13:30:12.714,1,False
2016-10-27 14:56:46.770,1,False
2016-10-27 15:44:13.274,1,False
2016-10-27 16:08:45.818,1,False
2016-10-27 16:19:15.896,21,False
2016-10-27 16:25:13.636,21,False
2016-10-27 17:07:41.824,1,False
2016-10-27 17:15:08.430,1,False
2016-10-27 17:20:51.770,1,False
2016-10-27 17:47:04.892,21,False
2016-10-27 18:22:13.682,1,False
2016-10-27 18:39:20.152,1,False
2016-10-27 19:06:03.672,1,False
2016-10-27 19:15:45.358,1,False
2016-10-27 19:16:23.474,1,False
2016-10-27 19:42:57.536,1,False
2016-10-27 20:25:57.288,1,False
2016-10-27 21:26:18.614,1,False
2016-10-27 22:36:39.772,1,False
2016-10-27 23:15:42.122,1,False
2016-10-27 23:24:37.610,1,False
2016-10-27 23:36:48.956,1,False
2016-10-28 00:08:59.462,1,False
2016-10-28 00:44:21.382,1,False
2016-10-28 01:19:14.300,1,False
2016-10-28 01:32:51.202,1,False
2016-10-28 01:42:33.348,1,False
2016-10-28 02:12:58.212,1,False
2016-10-28 03:10:45.694,1,False
2016-10-28 03:23:00.746,1,False
2016-10-28 03:23:52.534,1,False
2016-10-28 04:12:21.570,1,False
2016-10-28 04:36:05.688,1,False
2016-10-28 04:39:56.368,21,False
2016-10-28 05:17:16.574,1,False
2016-10-28 06:06:56.884,21,False
2016-10-28 06:45:41.520,1,False
2016-10-28 06:58:04.640,21,False
2016-10-28 06:58:20.880,1,False
2016-10-28 07:35:20.676,1,False
2016-10-28 08:06:57.108,21,False
2016-10-28 08:26:14.738,1,False
2016-10-28 08:30:18.152,21,False
2016-10-28 08:55:11.512,1,False
2016-10-28 08:58:34.038,1,False
2016-10-28 09:11:59.516,1,False
2016-10-28 09:40:53.794,1,False
2016-10-28 10:05:15.168,1,False
2016-10-28 10:07:23.374,1,False
2016-10-28 10:18:04.134,1,False
2016-10-28 10:35:04.040,1,False
2016-10-28 10:49:29.974,1,False
2016-10-28 11:43:28.728,1,False
2016-10-28 11:51:54.774,1,False
2016-10-28 11:59:53.618,1,False
2016-10-28 12:55:11.350,1,False
2016-10-28 13:02:34.430,21,False
2016-10-28 13:27:48.610,21,False
2016-10-28 13:32:09.408,1,False
2016-10-28 13:35:58.274,1,False
2016-10-28 13:37:52.190,21,False
2016-10-28 14:01:49.194,1,False
2016-10-28 14:12:52.572,1,False
2016-10-28 14:12:55.924,21,False
2016-10-28 14:21:30.794,1,False
2016-10-28 14:58:53.696,1,False
2016-10-28 15:40:56.342,1,False
2016-10-28 15:43:34.680,1,False
2016-10-28 16:03:45.076,21,False
2016-10-28 16:34:18.722,1,False
2016-10-28 17:02:34.812,1,False
2016-10-28 17:24:41.470,1,False
2016-10-28 17:31:24.410,1,False
2016-10-28 17:44:58.160,1,False
2016-10-28 18:16:52.196,1,False
2016-10-28 18:19:25.654,1,False
2016-10-28 18:26:47.432,1,False
2016-10-28 19:07:51.514,1,False
2016-10-28 19:21:59.620,22,False
2016-10-28 19:22:11.390,21,False
2016-10-28 19:36:22.426,21,False
2016-10-28 19:42:58.828,1,False
2016-10-28 19:55:25.426,22,False
2016-10-28 20:02:02.650,1,False
2016-10-28 20:04:45.592,1,False
2016-10-28 20:33:24.718,21,False
2016-10-28 20:37:56.392,1,False
2016-10-28 20:53:41.694,1,False
2016-10-28 21:01:17.856,1,False
2016-10-28 21:45:37.064,1,False
2016-10-28 21:45:52.336,1,False
2016-10-28 21:46:19.822,21,False
2016-10-28 22:06:39.850,1,False
2016-10-28 22:21:19.952,1,False
2016-10-28 22:48:40.260,1,False
2016-10-28 23:44:33.634,21,False
2016-10-28 23:55:47.714,1,False
2016-10-29 00:08:25.176,1,False
2016-10-29 00:33:47.426,1,False
2016-10-29 00:54:10.390,1,False
2016-10-29 00:54:20.200,21,False
2016-10-29 00:56:10.670,1,False
2016-10-29 01:09:09.276,1,False
2016-10-29 02:20:21.996,1,False
2016-10-29 02:21:16.814,22,False
2016-10-29 03:11:48.052,1,False
2016-10-29 03:32:08.268,21,False
2016-10-29 03:32:18.698,1,False
2016-10-29 03:50:03.374,1,False
2016-10-29 03:50:25.684,21,False
2016-10-29 03:58:25.714,1,False
2016-10-29 03:59:18.106,1,False
2016-10-29 04:01:00.990,22,False
2016-10-29 04:02:49.494,22,False
2016-10-29 04:20:19.126,1,False
2016-10-29 05:13:43.314,1,False
2016-10-29 05:44:36.188,1,False
2016-10-29 05:59:30.176,1,False
2016-10-29 06:19:51.444,1,False
2016-10-29 06:56:36.004,22,False
2016-10-29 07:30:21.330,1,False
2016-10-29 07:34:48.068,1,False
2016-10-29 08:08:56.644,1,False
2016-10-29 08:17:05.720,21,False
2016-10-29 08:33:56.802,1,False
2016-10-29 08:34:25.350,1,False
2016-10-29 09:30:46.412,1,False
2016-10-29 09:42:55.372,1,False
2016-10-29 09:45:47.032,1,False
2016-10-29 10:11:18.402,1,False
2016-10-29 10:25:41.232,1,False
2016-10-29 11:09:42.476,1,False
2016-10-29 11:34:16.108,1,False
2016-10-29 11:58:08.842,1,False
2016-10-29 11:58:20.432,1,False
2016-10-29 12:43:59.352,1,False
2016-10-29 12:44:10.392,1,False
2016-10-29 12:44:16.122,21,False
2016-10-29 13:20:58.206,22,False
2016-10-29 13:22:04.752,3,False
2016-10-29 13:24:49.416,1,False
2016-10-29 13:33:23.532,1,False
2016-10-29 13:37:22.228,1,False
2016-10-29 13:41:46.588,1,False
2016-10-29 14:11:00.888,21,False
2016-10-29 14:11:04.970,1,False
2016-10-29 14:11:40.850,1,False
2016-10-29 14:39:13.686,1,False
2016-10-29 15:28:15.466,1,False
2016-10-29 15:29:18.026,1,False
2016-10-29 16:04:08.588,3,False
2016-10-29 16:09:18.468,1,False
2016-10-29 16:38:48.258,1,False
2016-10-29 16:59:25.232,1,False
2016-10-29 17:02:02.152,1,False
2016-10-29 17:11:07.416,21,False
2016-10-29 17:21:13.218,1,False
2016-10-29 18:00:32.636,21,False
2016-10-29 18:17:17.652,1,False
2016-10-29 18:17:32.970,1,False
2016-10-29 18:51:27.876,1,False
2016-10-29 19:11:26.486,21,False
2016-10-29 19:12:11.042,21,False
2016-10-29 19:41:41.966,1,False
2016-10-29 19:46:48.472,1,False
2016-10-29 19:55:00.156,1,False
2016-10-29 20:08:14.330,1,False
2016-10-29 20:19:35.614,3,False
2016-10-29 20:43:18.418,1,False
2016-10-29 21:04:40.430,1,False
2016-10-29 21:48:34.206,1,False
2016-10-29 21:51:18.056,1,False
2016-10-29 21:52:19.138,1,False
2016-10-29 22:06:10.822,1,False
2016-10-29 22:24:24.646,1,False
2016-10-29 22:49:44.102,1,False
2016-10-29 23:29:04.182,1,False
2016-10-30 00:30:52.254,1,False
2016-10-30 00:31:20.882,1,False
2016-10-30 01:12:20.632,22,False
2016-10-30 01:34:11.728,1,False
2016-10-30 01:35:59.108,1,False
2016-10-30 02:26:38.512,21,False
2016-10-30 02:27:59.778,1,False
2016-10-30 03:00:12.228,21,False
2016-10-30 03:07:39.938,1,False
2016-10-30 03:07:45.534,1,False
2016-10-30 03:45:40.088,1,False
2016-10-30 04:07:47.324,1,False
2016-10-30 04:07:52.790,1,False
2016-10-30 04:07:59.452,21,False
2016-10-30 04:08:04.402,1,False
2016-10-30 04:08:33.378,21,False
2016-10-30 04:37:55.242,22,False
2016-10-30 05:06:50.022,1,False
2016-10-30 05:10:52.634,21,False
2016-10-30 05:22:42.394,21,False
2016-10-30 06:52:14.030,1,False
2016-10-30 07:03:30.056,1,False
2016-10-30 07:12:07.022,1,False
2016-10-30 07:26:33.598,21,False
2016-10-30 07:58:18.458,21,False
2016-10-30 07:59:26.414,1,False
2016-10-30 08:13:00.854,1,False
2016-10-30 08:40:32.690,1,False
2016-10-30 08:40:58.768,1,False
2016-10-30 08:41:44.036,1,False
2016-10-30 09:40:51.752,1,False
2016-10-30 09:47:30.624,1,False
2016-10-30 10:07:48.500,1,False
2016-10-30 10:11:35.774,22,False
2016-10-30 10:35:50.022,21,False
2016-10-30 11:22:56.644,1,False
2016-10-30 11:23:32.406,1,False
2016-10-30 11:25:47.536,1,False
2016-10-30 11:25:51.476,21,False
2016-10-30 12:24:31.170,22,False
2016-10-30 13:05:30.670,22,False
2016-10-30 13:20:52.530,1,False
2016-10-30 14:48:43.726,1,False
2016-10-30 14:49:03.940,1,False
2016-10-30 14:49:55.548,1,False
2016-10-30 14:56:38.550,1,False
2016-10-30 15:23:53.002,1,False
2016-10-30 16:19:21.226,21,False
2016-10-30 16:19:44.946,1,False
2016-10-30 16:21:46.628,1,False
2016-10-30 16:47:05.530,22,False
2016-10-30 17:14:47.346,1,False
2016-10-30 17:15:33.934,1,False
2016-10-30 18:36:18.264,1,False
2016-10-30 18:36:40.380,1,False
2016-10-30 19:13:17.604,21,False
2016-10-30 19:59:45.366,21,False
2016-10-30 20:10:01.626,1,False
2016-10-30 20:52:06.768,22,False
2016-10-30 21:05:51.976,1,False
2016-10-30 21:06:01.114,1,False
2016-10-30 21:06:08.820,1,False
2016-10-30 22:18:54.878,1,False
2016-10-30 22:19:01.264,1,False
2016-10-30 23:11:38.514,1,False
2016-10-30 23:15:12.072,21,False
2016-10-30 23:15:14.072,21,False
2016-10-30 23:15:28.064,21,False
2016-10-31 00:17:19.124,21,False
2016-10-31 01:27:36.782,1,False
2016-10-31 01:28:13.528,3,False
2016-10-31 01:28:39.896,1,False
2016-10-31 01:29:21.380,1,False
2016-10-31 01:40:50.140,1,False
2016-10-31 01:44:07.674,1,False
2016-10-31 01:44:42.776,21,False
2016-10-31 01:48:17.718,1,False
2016-10-31 01:57:14.978,1,False
2016-10-31 02:00:44.282,1,False
2016-10-31 02:29:30.592,1,False
2016-10-31 02:32:24.992,1,False
2016-10-31 02:37:58.756,1,False
2016-10-31 02:40:49.504,1,False
2016-10-31 02:54:34.158,1,False
2016-10-31 02:55:12.058,1,False
2016-10-31 03:29:39.862,1,False
2016-10-31 03:29:57.378,21,False
2016-10-31 05:12:11.432,22,False
2016-10-31 05:45:43.966,21,False
2016-10-31 06:13:31.596,3,False
2016-10-31 06:14:03.122,1,False
2016-10-31 06:15:33.170,21,False
2016-10-31 06:18:34.546,1,False
2016-10-31 07:15:30.664,21,False
2016-10-31 07:17:23.898,21,False
2016-10-31 08:44:07.870,1,False
2016-10-31 10:47:46.282,21,False
2016-10-31 10:49:31.100,21,False
2016-10-31 13:29:08.358,21,False
2016-10-31 13:34:23.050,21,False
2016-10-31 13:43:47.950,21,False
2016-10-31 13:44:45.002,21,False
2016-10-31 15:28:06.150,22,False
2016-10-31 16:23:59.434,1,False
2016-10-31 16:24:13.932,1,False
2016-10-31 19:07:53.632,1,False
2016-10-31 19:31:38.938,1,False
2016-10-31 19:32:34.168,1,False
2016-10-31 22:07:08.088,21,False
2016-10-31 22:19:42.710,22,False
2016-10-31 22:39:33.342,22,False
2016-10-31 22:41:32.672,22,False
2016-10-31 22:48:34.486,22,False
2016-10-31 23:01:35.594,1,False
2016-10-31 23:17:08.012,1,False
2016-10-31 23:29:32.996,21,False
2016-10-31 23:32:29.958,1,False
2016-10-31 23:32:36.324,1,False
2016-10-31 23:33:23.202,1,False
2016-10-31 23:34:21.386,1,False
2016-10-31 23:34:28.030,3,False
2016-10-31 23:34:32.752,3,False
2016-10-31 23:43:04.296,1,False
2016-10-31 23:43:50.538,21,False
2016-10-31 23:44:44.578,1,False
2016-10-31 23:47:21.952,1,False
2016-10-31 23:47:54.336,21,False
2016-10-31 23:50:05.048,1,False
2016-10-31 23:52:26.752,21,False
2016-11-01 00:00:24.706,1,False
2016-11-01 00:07:40.056,1,False
2016-11-01 00:13:01.356,1,False
2016-11-01 00:15:10.006,1,False
2016-11-01 00:21:51.990,1,False
2016-11-01 00:28:23.816,1,False
2016-11-01 00:31:33.930,1,False
2016-11-01 00:36:22.782,1,False
2016-11-01 00:40:29.612,1,False
2016-11-01 00:47:41.832,1,False
2016-11-01 00:55:31.150,1,False
2016-11-01 01:03:51.690,1,False
2016-11-01 01:13:07.142,1,False
2016-11-01 01:21:41.232,21,False
2016-11-01 01:22:57.304,1,False
2016-11-01 01:32:12.482,1,False
2016-11-01 01:48:56.356,1,False
2016-11-01 01:58:14.500,1,False
2016-11-01 02:04:46.176,1,False
2016-11-01 02:12:08.478,1,False
2016-11-01 02:21:33.920,1,False
2016-11-01 02:30:00.488,1,False
2016-11-01 02:40:15.138,1,False
2016-11-01 02:49:31.854,1,False
2016-11-01 03:01:16.880,1,False
2016-11-01 03:12:13.128,1,False
2016-11-01 03:20:35.034,1,False
2016-11-01 03:32:27.282,1,False
2016-11-01 03:37:52.998,1,False
2016-11-01 03:51:03.834,1,False
2016-11-01 04:05:10.272,1,False
2016-11-01 04:17:33.472,1,False
2016-11-01 04:28:50.086,1,False
2016-11-01 04:30:48.796,1,False
2016-11-01 04:45:06.254,1,False
2016-11-01 04:54:30.952,1,False
2016-11-01 05:05:14.866,1,False
2016-11-01 05:12:41.426,1,False
2016-11-01 05:27:33.294,1,False
2016-11-01 05:34:07.844,1,False
2016-11-01 05:56:48.856,1,False
2016-11-01 05:59:09.076,1,False
2016-11-01 06:19:05.898,21,False
2016-11-01 06:25:03.192,21,False
2016-11-01 06:45:37.242,1,False
2016-11-01 06:51:44.264,21,False
2016-11-01 07:08:32.704,1,False
2016-11-01 07:08:55.514,21,False
2016-11-01 07:11:11.102,21,False
2016-11-01 07:16:34.032,1,False
2016-11-01 07:18:46.286,22,False
2016-11-01 07:21:43.162,3,False
2016-11-01 07:23:56.406,1,False
2016-11-01 07:44:31.112,1,False
2016-11-01 07:52:03.996,1,False
2016-11-01 07:57:54.360,21,False
2016-11-01 08:05:58.164,21,False
2016-11-01 08:09:48.526,1,False
2016-11-01 08:14:46.618,21,False
2016-11-01 08:17:00.872,21,False
2016-11-01 08:21:32.844,21,False
2016-11-01 08:25:31.658,1,False
2016-11-01 08:25:34.926,21,False
2016-11-01 08:28:29.878,21,False
2016-11-01 08:34:36.840,21,False
2016-11-01 08:44:24.562,21,False
2016-11-01 08:49:14.742,21,False
2016-11-01 08:50:41.294,21,False
2016-11-01 08:55:53.840,21,False
2016-11-01 08:57:20.394,1,False
2016-11-01 09:05:25.382,1,False
2016-11-01 09:15:25.978,1,False
2016-11-01 09:24:30.128,1,False
2016-11-01 09:36:44.048,1,False
2016-11-01 09:42:45.726,1,False
2016-11-01 09:43:26.128,1,False
2016-11-01 09:45:23.424,1,False
2016-11-01 09:50:44.050,21,False
2016-11-01 10:01:29.184,1,False
2016-11-01 10:07:14.534,1,False
2016-11-01 10:09:30.292,1,False
2016-11-01 10:14:34.020,3,False
2016-11-01 10:22:03.386,1,False
2016-11-01 10:28:32.370,1,False
2016-11-01 10:37:53.718,1,False
2016-11-01 10:48:04.164,1,False
2016-11-01 10:57:17.746,1,False
2016-11-01 11:03:48.502,1,False
2016-11-01 11:03:54.832,1,False
2016-11-01 11:07:32.360,1,False
2016-11-01 11:14:08.516,1,False
2016-11-01 11:29:11.992,1,False
2016-11-01 11:44:57.134,1,False
2016-11-01 11:59:17.066,1,False
2016-11-01 12:05:51.322,21,False
2016-11-01 12:06:21.916,21,False
2016-11-01 12:09:34.218,1,False
2016-11-01 12:12:04.954,1,False
2016-11-01 12:14:51.446,1,False
2016-11-01 12:16:38.990,1,False
2016-11-01 12:20:01.046,1,False
2016-11-01 12:24:33.040,1,False
2016-11-01 12:26:24.416,1,False
2016-11-01 12:30:53.602,1,False
2016-11-01 12:32:16.976,1,False
2016-11-01 12:35:44.444,1,False
2016-11-01 12:36:25.428,1,False
2016-11-01 12:40:39.978,1,False
2016-11-01 12:42:40.688,1,False
2016-11-01 12:43:35.596,1,False
2016-11-01 12:48:01.184,3,False
2016-11-01 12:53:16.782,1,False
2016-11-01 12:55:21.706,1,False
2016-11-01 13:00:31.072,22,False
2016-11-01 13:15:47.862,22,False
2016-11-01 13:17:06.860,1,False
2016-11-01 13:30:18.642,1,False
2016-11-01 13:31:19.860,1,False
2016-11-01 13:36:03.138,1,False
2016-11-01 13:53:24.470,1,False
2016-11-01 13:56:06.812,1,False
2016-11-01 13:57:32.086,1,False
2016-11-01 13:57:39.542,1,False
2016-11-01 13:58:14.024,1,False
2016-11-01 14:04:25.802,1,False
2016-11-01 14:15:54.316,1,False
2016-11-01 14:18:52.382,21,False
2016-11-01 14:29:59.750,1,False
2016-11-01 14:37:14.334,1,False
2016-11-01 14:40:57.910,1,False
2016-11-01 14:41:10.216,1,False
2016-11-01 14:42:16.286,1,False
2016-11-01 14:51:50.858,1,False
2016-11-01 14:54:14.260,1,False
2016-11-01 15:01:30.888,1,False
2016-11-01 15:02:36.612,1,False
2016-11-01 15:08:15.696,1,False
2016-11-01 15:15:53.926,1,False
2016-11-01 15:18:06.060,1,False
2016-11-01 15:22:23.676,1,False
2016-11-01 15:27:13.970,1,False
2016-11-01 15:31:55.842,1,False
2016-11-01 15:33:00.724,1,False
2016-11-01 15:42:39.926,1,False
2016-11-01 15:44:01.846,1,False
2016-11-01 15:44:40.048,21,False
2016-11-01 15:44:44.048,21,False
2016-11-01 15:45:15.312,1,False
2016-11-01 15:52:48.016,1,False
2016-11-01 16:01:20.438,21,False
2016-11-01 16:09:33.262,1,False
2016-11-01 16:32:40.134,1,False
2016-11-01 16:46:41.302,21,False
2016-11-01 16:53:20.812,1,False
2016-11-01 17:08:21.064,3,False
2016-11-01 17:10:04.626,1,False
2016-11-01 17:31:32.448,1,False
2016-11-01 17:33:12.314,1,False
2016-11-01 17:55:00.358,1,False
2016-11-01 18:05:17.772,1,False
2016-11-01 18:30:17.942,1,False
2016-11-01 19:02:56.634,1,False
2016-11-01 19:11:27.054,1,False
2016-11-01 19:31:53.686,1,False
2016-11-01 19:38:17.462,21,False
2016-11-01 19:51:06.148,1,False
2016-11-01 20:12:04.054,1,False
2016-11-01 20:42:55.158,1,False
2016-11-01 20:52:20.190,1,False
2016-11-01 21:22:07.864,1,False
2016-11-01 21:41:49.730,1,False
2016-11-01 22:01:26.426,21,False
2016-11-01 22:03:16.614,1,False
2016-11-01 22:10:07.562,21,False
2016-11-01 22:11:46.194,1,False
2016-11-01 22:13:05.234,21,False
2016-11-01 22:20:36.338,1,False
2016-11-01 22:26:06.062,1,False
2016-11-01 22:29:28.358,1,False
2016-11-01 22:29:38.792,1,False
2016-11-01 22:44:22.134,21,False
2016-11-01 22:44:24.236,1,False
2016-11-01 22:45:24.718,1,False
2016-11-01 23:32:35.402,1,False
2016-11-02 00:12:44.374,1,False
2016-11-02 00:13:06.926,1,False
2016-11-02 00:14:47.640,3,False
2016-11-02 00:14:54.012,1,False
2016-11-02 00:16:23.750,22,False
2016-11-02 00:23:33.508,22,False
2016-11-02 00:26:26.918,1,False
2016-11-02 00:31:27.822,1,False
2016-11-02 00:31:38.614,1,False
2016-11-02 00:31:42.594,21,False
2016-11-02 00:35:08.896,1,False
2016-11-02 00:35:57.318,3,False
2016-11-02 00:39:34.072,1,False
2016-11-02 00:40:33.054,21,False
2016-11-02 00:46:31.384,1,False
2016-11-02 00:54:24.670,21,False
2016-11-02 01:06:40.872,21,False
2016-11-02 01:08:01.256,1,False
2016-11-02 01:18:42.074,1,False
2016-11-02 01:26:02.786,1,False
2016-11-02 01:29:05.398,1,False
2016-11-02 01:35:45.512,1,False
2016-11-02 01:36:26.332,1,False
2016-11-02 01:42:49.866,1,False
2016-11-02 01:57:06.916,1,False
2016-11-02 01:58:38.748,1,False
2016-11-02 02:00:19.716,1,False
2016-11-02 02:07:55.478,1,False
2016-11-02 02:08:07.032,21,False
2016-11-02 02:09:19.152,1,False
2016-11-02 02:12:00.484,1,False
2016-11-02 02:12:16.622,1,False
2016-11-02 02:25:40.938,1,False
2016-11-02 02:26:04.502,1,False
2016-11-02 02:27:25.626,1,False
2016-11-02 02:48:50.096,1,False
2016-11-02 02:50:10.912,1,False
2016-11-02 02:51:45.424,1,False
2016-11-02 02:58:00.100,1,False
2016-11-02 02:58:12.850,1,False
2016-11-02 03:00:41.122,1,False
2016-11-02 03:13:03.604,1,False
2016-11-02 03:13:34.744,1,False
2016-11-02 03:13:41.990,21,False
2016-11-02 03:13:58.784,21,False
2016-11-02 03:34:31.516,1,False
2016-11-02 03:36:49.320,1,False
2016-11-02 03:41:36.624,1,False
2016-11-02 03:42:14.080,1,False
2016-11-02 03:42:22.312,1,False
2016-11-02 03:48:14.546,21,False
2016-11-02 03:48:17.912,21,False
2016-11-02 03:56:01.264,1,False
2016-11-02 04:01:01.116,1,False
2016-11-02 04:06:28.436,3,False
2016-11-02 04:07:01.506,1,False
2016-11-02 04:07:41.790,1,False
2016-11-02 04:09:41.108,22,False
2016-11-02 04:32:58.706,1,False
2016-11-02 04:35:24.126,1,False
2016-11-02 04:41:14.976,1,False
2016-11-02 04:44:14.704,21,False
2016-11-02 04:44:20.134,21,False
2016-11-02 04:46:04.178,21,False
2016-11-02 04:46:28.826,1,False
2016-11-02 04:58:04.802,1,False
2016-11-02 05:01:42.734,1,False
2016-11-02 05:02:06.048,1,False
2016-11-02 05:08:14.752,22,False
2016-11-02 05:17:37.478,21,False
2016-11-02 05:19:34.066,1,False
2016-11-02 05:19:54.508,1,False
2016-11-02 05:21:35.174,21,False
2016-11-02 05:30:20.158,22,False
2016-11-02 05:30:25.628,22,False
2016-11-02 05:30:49.436,22,False
2016-11-02 05:30:55.434,1,False
2016-11-02 05:31:26.172,21,False
2016-11-02 05:32:13.750,1,False
2016-11-02 05:33:32.680,22,False
2016-11-02 05:39:17.920,1,False
2016-11-02 05:56:05.724,21,False
2016-11-02 05:59:14.030,21,False
2016-11-02 05:59:38.046,1,False
2016-11-02 06:05:01.058,1,False
2016-11-02 06:14:17.462,1,False
2016-11-02 06:16:33.822,1,False
2016-11-02 06:28:54.190,21,False
2016-11-02 06:37:51.078,1,False
2016-11-02 06:38:03.182,1,False
2016-11-02 06:43:52.492,1,False
2016-11-02 06:44:43.854,1,False
2016-11-02 07:05:09.628,1,False
2016-11-02 07:14:56.674,1,False
2016-11-02 07:26:42.036,21,False
2016-11-02 07:48:05.028,1,False
2016-11-02 07:48:12.158,1,False
2016-11-02 08:02:16.340,1,False
2016-11-02 08:04:03.278,1,False
2016-11-02 08:15:01.580,1,False
2016-11-02 08:15:22.970,1,False
2016-11-02 08:21:27.032,1,False
2016-11-02 08:21:32.020,21,False
2016-11-02 08:42:25.682,21,False
2016-11-02 08:46:28.638,1,False
2016-11-02 09:03:55.736,1,False
2016-11-02 09:30:19.672,22,False
2016-11-02 09:31:01.644,21,False
2016-11-02 09:31:17.772,21,False
2016-11-02 09:31:57.736,1,False
2016-11-02 09:58:37.382,21,False
2016-11-02 10:10:29.630,1,False
2016-11-02 10:15:19.566,1,False
2016-11-02 10:37:56.098,1,False
2016-11-02 10:48:28.576,1,False
2016-11-02 10:49:53.296,1,False
2016-11-02 11:14:27.018,1,False
2016-11-02 11:38:34.948,1,False
2016-11-02 11:48:54.688,21,False
2016-11-02 12:00:11.142,1,False
2016-11-02 12:06:00.412,1,False
2016-11-02 12:20:09.306,1,False
2016-11-02 12:22:41.306,1,False
2016-11-02 12:40:46.512,1,False
2016-11-02 12:41:28.546,1,False
2016-11-02 12:41:34.454,21,False
2016-11-02 13:08:49.530,21,False
2016-11-02 13:36:26.080,21,False
2016-11-02 13:44:15.212,21,False
2016-11-02 14:21:15.226,21,False
2016-11-02 14:21:48.092,1,False
2016-11-02 14:22:04.676,1,False
2016-11-02 14:22:40.580,1,False
2016-11-02 14:24:55.500,1,False
2016-11-02 14:28:06.004,1,False
2016-11-02 14:28:42.126,21,False
